student_id,problem_id,difficulty,time_taken,attempts,correct,ability_before,ability_after
0,0,0,171.95490811966468,1,1,0.23904815117515954,0.24915203434099945
0,1,0,151.84289518329487,3,0,0.24915203434099945,0.25925591750683935
0,2,2,299.1477200581325,1,1,0.25925591750683935,0.287883586476719
0,3,2,302.9164218486496,3,0,0.287883586476719,0.3165112554465987
0,4,2,421.9349761074191,2,0,0.3165112554465987,0.34513892441647837
0,5,1,164.6604081649599,1,1,0.34513892441647837,0.3653466907481582
0,6,0,171.11792114919362,1,1,0.3653466907481582,0.37545057391399805
0,7,1,283.5201659025313,1,1,0.37545057391399805,0.39565834024567786
0,8,1,261.053246922938,2,1,0.39565834024567786,0.4158661065773577
0,9,2,385.23186386857253,4,0,0.4158661065773577,0.44449377554723735
0,10,1,295.69784109036874,1,1,0.44449377554723735,0.46470154187891716
0,11,0,162.31436932153105,2,1,0.46470154187891716,0.47480542504475703
0,12,1,284.26797677593527,3,0,0.47480542504475703,0.49501319137643685
0,13,2,414.6203960269416,3,0,0.49501319137643685,0.5236408603463165
0,14,2,404.2058427566744,3,0,0.5236408603463165,0.5522685293161962
0,15,1,280.4484090419922,1,1,0.5522685293161962,0.5724762956478759
0,16,1,215.43530411309183,2,1,0.5724762956478759,0.5926840619795557
0,17,1,257.35982122770827,2,1,0.5926840619795557,0.6128918283112355
0,18,2,448.12739708147774,2,1,0.6128918283112355,0.6415194972811151
0,19,1,405.6037538173318,1,1,0.6415194972811151,0.6617272636127949
0,20,1,333.8948694116412,2,0,0.6617272636127949,0.6819350299444746
0,21,0,168.60758880431146,3,0,0.6819350299444746,0.6920389131103145
0,22,2,363.12388501631153,1,1,0.6920389131103145,0.7206665820801942
0,23,0,189.2103201649261,3,0,0.7206665820801942,0.7307704652460341
0,24,2,453.36205615926724,2,1,0.7307704652460341,0.7593981342159137
0,25,1,263.7463304319879,1,1,0.7593981342159137,0.7796059005475935
0,26,2,361.8906712217396,2,0,0.7796059005475935,0.8082335695174732
0,27,2,407.7529829700987,4,0,0.8082335695174732,0.8368612384873528
0,28,2,364.9394124535929,2,1,0.8368612384873528,0.8654889074572325
0,29,2,417.2993056863578,1,1,0.8654889074572325,0.8941165764271122
0,30,1,271.5460594258027,3,0,0.8941165764271122,0.9143243427587919
0,31,2,391.4504375870607,2,0,0.9143243427587919,0.9429520117286716
0,32,2,457.0580673201423,3,0,0.9429520117286716,0.9715796806985513
0,33,0,150.65495557209667,2,0,0.9715796806985513,0.9816835638643912
0,34,2,359.3538524101163,1,1,0.9816835638643912,1.0
0,35,0,136.61369226729445,2,1,1.0,1.0
0,36,2,410.6499707720455,1,1,1.0,1.0
0,37,0,130.79725368385272,4,0,1.0,1.0
0,38,2,288.2622082426331,1,1,1.0,1.0
0,39,1,249.9056687536475,2,1,1.0,1.0
0,40,1,315.4100842999288,4,0,1.0,1.0
0,41,0,125.89047450544842,2,1,1.0,1.0
0,42,2,312.5899679070672,2,0,1.0,1.0
0,43,1,334.7872148700424,3,0,1.0,1.0
0,44,1,323.3469895075431,1,1,1.0,1.0
0,45,1,290.3176967820769,2,1,1.0,1.0
0,46,0,157.99606270868767,2,0,1.0,1.0
0,47,0,109.69103185499921,1,1,1.0,1.0
0,48,2,395.9450564238016,1,1,1.0,1.0
0,49,0,165.02885121757154,2,1,1.0,1.0
0,50,0,153.92254896736966,2,1,1.0,1.0
0,51,1,271.2541897782696,1,1,1.0,1.0
0,52,1,253.17607179436266,1,1,1.0,1.0
0,53,1,144.20438311654064,3,0,1.0,1.0
0,54,2,363.5319631751493,2,1,1.0,1.0
0,55,1,356.055159998068,4,0,1.0,1.0
0,56,2,444.35516867753284,3,0,1.0,1.0
0,57,2,423.4238298002912,3,0,1.0,1.0
0,58,2,249.51154268894706,3,0,1.0,1.0
0,59,0,129.94374699814713,2,1,1.0,1.0
0,60,2,398.4291527841544,1,1,1.0,1.0
0,61,1,344.5067524688865,3,0,1.0,1.0
0,62,0,128.445996326298,1,1,1.0,1.0
0,63,0,80.03289202810328,1,1,1.0,1.0
0,64,1,296.17072404930957,1,1,1.0,1.0
0,65,1,346.9644984832185,1,1,1.0,1.0
0,66,1,367.3371275012612,1,1,1.0,1.0
0,67,2,494.55662086368926,4,0,1.0,1.0
0,68,2,384.6611430152109,4,0,1.0,1.0
0,69,1,285.1727613908599,1,1,1.0,1.0
0,70,0,119.362394427361,1,1,1.0,1.0
0,71,2,278.0303523458387,2,0,1.0,1.0
0,72,0,147.81834066079614,2,1,1.0,1.0
0,73,0,128.5585773258977,2,1,1.0,1.0
0,74,0,184.2714229050373,2,0,1.0,1.0
0,75,0,132.2879618150535,1,1,1.0,1.0
0,76,0,139.50235042942597,1,1,1.0,1.0
0,77,1,315.05972384152363,1,1,1.0,1.0
0,78,0,70.4607945331386,2,1,1.0,1.0
0,79,1,277.8001459775006,2,0,1.0,1.0
0,80,2,358.46163550982067,4,0,1.0,1.0
0,81,0,178.0882356827867,4,0,1.0,1.0
0,82,2,419.8453279556245,1,1,1.0,1.0
0,83,1,396.1230975651313,1,1,1.0,1.0
0,84,1,314.06998626135413,3,0,1.0,1.0
0,85,1,293.6199261420145,1,1,1.0,1.0
0,86,0,135.81945703986804,4,0,1.0,1.0
0,87,1,287.49323120639184,1,1,1.0,1.0
0,88,1,270.96542195056395,2,0,1.0,1.0
0,89,2,333.1762736517361,1,1,1.0,1.0
0,90,2,369.6975135034323,2,0,1.0,1.0
0,91,0,101.87692284493271,2,1,1.0,1.0
0,92,2,420.08177523608236,2,0,1.0,1.0
0,93,0,131.98049894921158,1,1,1.0,1.0
0,94,0,74.2631078419913,4,0,1.0,1.0
0,95,2,368.73831982015065,3,0,1.0,1.0
0,96,1,257.81644948778063,2,1,1.0,1.0
0,97,0,113.49419079180745,1,1,1.0,1.0
0,98,0,128.14663497845646,2,0,1.0,1.0
0,99,2,516.3918610506483,4,0,1.0,1.0
1,0,2,280.98688265253605,2,1,0.43488890375458356,0.4588414437802327
1,1,1,146.99983101932762,2,0,0.4588414437802327,0.47574911909245565
1,2,1,217.9459614890876,3,0,0.47574911909245565,0.4926567944046786
1,3,0,86.5222447909803,2,1,0.4926567944046786,0.5011106320607901
1,4,0,106.84329144504845,3,0,0.5011106320607901,0.5095644697169016
1,5,2,259.8360636017883,2,0,0.5095644697169016,0.5335170097425508
1,6,1,147.53586674798112,2,0,0.5335170097425508,0.5504246850547737
1,7,1,171.3194613529951,3,0,0.5504246850547737,0.5673323603669966
1,8,1,172.2011809492286,3,0,0.5673323603669966,0.5842400356792196
1,9,0,102.91221906543754,1,1,0.5842400356792196,0.5926938733353311
1,10,2,290.939612582079,1,1,0.5926938733353311,0.6166464133609803
1,11,1,198.41312677224184,4,0,0.6166464133609803,0.6335540886732032
1,12,1,201.52865554015847,2,0,0.6335540886732032,0.6504617639854261
1,13,1,62.674231949916475,2,1,0.6504617639854261,0.667369439297649
1,14,2,280.53101038580996,4,0,0.667369439297649,0.6913219793232982
1,15,2,279.53023678703653,4,0,0.6913219793232982,0.7152745193489474
1,16,2,248.88674526691034,1,1,0.7152745193489474,0.7392270593745965
1,17,2,266.76281659877765,2,0,0.7392270593745965,0.7631795994002457
1,18,2,272.5449785544443,1,1,0.7631795994002457,0.7871321394258949
1,19,0,76.4390518283723,2,0,0.7871321394258949,0.7955859770820064
1,20,1,203.9632194379456,3,0,0.7955859770820064,0.8124936523942293
1,21,0,117.8864171842529,2,1,0.8124936523942293,0.8209474900503408
1,22,2,407.61669882647294,4,0,0.8209474900503408,0.84490003007599
1,23,2,324.6080299832693,1,1,0.84490003007599,0.8688525701016392
1,24,2,270.82093315061957,2,0,0.8688525701016392,0.8928051101272884
1,25,0,84.97766393634973,2,1,0.8928051101272884,0.9012589477833999
1,26,2,229.5402925918745,2,1,0.9012589477833999,0.925211487809049
1,27,1,194.40197020676825,3,0,0.925211487809049,0.942119163121272
1,28,0,75.46236201017445,2,1,0.942119163121272,0.9505730007773835
1,29,1,143.20787308766177,1,1,0.9505730007773835,0.9674806760896064
1,30,2,216.25553587106225,2,1,0.9674806760896064,0.9914332161152556
1,31,1,254.51210493086015,1,1,0.9914332161152556,1.0
1,32,2,220.05562966253206,2,0,1.0,1.0
1,33,2,307.7901810251955,2,1,1.0,1.0
1,34,2,165.97782857794144,1,1,1.0,1.0
1,35,0,97.60071594955296,1,1,1.0,1.0
1,36,2,262.71266413742745,1,1,1.0,1.0
1,37,2,187.90114982126443,1,1,1.0,1.0
1,38,1,165.2736559051911,1,1,1.0,1.0
1,39,2,326.2907663911251,4,0,1.0,1.0
1,40,2,232.8396392782358,4,0,1.0,1.0
1,41,0,104.71536699165024,2,1,1.0,1.0
1,42,0,87.76366227562077,3,0,1.0,1.0
1,43,1,221.75992614156274,2,1,1.0,1.0
1,44,0,78.97783963022874,3,0,1.0,1.0
1,45,0,100.71715742072327,2,0,1.0,1.0
1,46,2,259.01509512414293,1,1,1.0,1.0
1,47,1,136.69272560649352,2,1,1.0,1.0
1,48,2,274.96969675016703,3,0,1.0,1.0
1,49,2,210.21754245761733,4,0,1.0,1.0
1,50,0,104.43693612638661,1,1,1.0,1.0
1,51,0,96.67020047019042,2,0,1.0,1.0
1,52,1,188.4550567324945,1,1,1.0,1.0
1,53,0,129.88298237941405,1,1,1.0,1.0
1,54,2,353.7080653287886,2,0,1.0,1.0
1,55,2,212.68155927649042,4,0,1.0,1.0
1,56,2,223.26614919312456,2,0,1.0,1.0
1,57,1,126.29795134738181,4,0,1.0,1.0
1,58,0,75.45428911515693,4,0,1.0,1.0
1,59,1,177.7534584264579,3,0,1.0,1.0
1,60,0,95.19757707655558,1,1,1.0,1.0
1,61,0,97.68908913349928,2,1,1.0,1.0
1,62,1,180.2730666360657,2,1,1.0,1.0
1,63,0,91.89439994077864,2,1,1.0,1.0
1,64,2,188.09784635345738,2,1,1.0,1.0
1,65,1,227.94387288513457,4,0,1.0,1.0
1,66,0,133.91889543134835,2,1,1.0,1.0
1,67,1,210.0426591076747,2,1,1.0,1.0
1,68,2,263.224777256956,3,0,1.0,1.0
1,69,0,88.70105193544335,4,0,1.0,1.0
1,70,2,223.7230785850683,1,1,1.0,1.0
1,71,0,85.23113748192448,2,1,1.0,1.0
1,72,1,169.46217679866203,3,0,1.0,1.0
1,73,1,234.78607540147135,2,1,1.0,1.0
1,74,1,201.27098087066858,4,0,1.0,1.0
1,75,2,235.49393661224923,4,0,1.0,1.0
1,76,1,156.24381813896747,1,1,1.0,1.0
1,77,2,250.0983542475191,3,0,1.0,1.0
1,78,1,221.43420565647463,1,1,1.0,1.0
1,79,0,104.23537274493191,3,0,1.0,1.0
1,80,0,89.57385569599911,1,1,1.0,1.0
1,81,0,90.08706523674515,4,0,1.0,1.0
1,82,0,121.0111288934022,1,1,1.0,1.0
1,83,1,156.98689661779136,2,1,1.0,1.0
1,84,2,199.12723431545126,3,0,1.0,1.0
1,85,0,88.6086896208154,2,0,1.0,1.0
1,86,0,80.15948254239545,3,0,1.0,1.0
1,87,1,222.08496888385162,4,0,1.0,1.0
1,88,0,99.04545480119093,4,0,1.0,1.0
